date,event,location,result,fighter1,fighter2,method_of_victory,fight_duration,fight_format,f1_knockdown,f2_knockdown,f1_sig_strike_land,f2_sig_strike_land,f1_sig_strike_att,f2_sig_strike_att,f1_total_strike_land,f2_total_strike_land,f1_total_strike_att,f2_total_strike_att,f1_takedown_land,f2_takedown_land,f1_takedown_att,f2_takedown_att,f1_sub_att,f2_sub_att,f1_reversal,f2_reversal,f1_control_time,f2_control_time
"December 06, 2025",UFC 323: Dvalishvili vs. Yan 2,"Las Vegas, Nevada, USA",1,Iwo Baraniewski,Ibo Aslan,KO/TKO,89,3,2,1,22,30,32,53,28,31,39,54,0,0,1,1,0,0,0,0,11,6
"December 06, 2025",UFC 323: Dvalishvili vs. Yan 2,"Las Vegas, Nevada, USA",1,Mansur Abdul-Malik,Antonio Trocoli,Submission,69,3,0,0,2,3,4,6,2,3,4,6,1,0,1,1,1,0,0,0,42,0
"December 06, 2025",UFC 323: Dvalishvili vs. Yan 2,"Las Vegas, Nevada, USA",0,Muhammad Naimov,Mairon Santos,KO/TKO,621,3,0,1,18,27,48,45,35,43,69,61,0,0,5,1,0,0,0,0,128,47
"December 06, 2025",UFC 323: Dvalishvili vs. Yan 2,"Las Vegas, Nevada, USA",0,Edson Barboza,Jalin Turner,KO/TKO,144,3,0,2,10,39,20,66,10,43,20,73,0,0,0,0,0,0,1,0,7,38
"December 06, 2025",UFC 323: Dvalishvili vs. Yan 2,"Las Vegas, Nevada, USA",0,Marvin Vettori,Brunno Ferreira,Decision - Unanimous,900,3,0,0,88,77,186,149,90,77,188,149,1,1,4,7,0,0,0,0,68,5
"December 06, 2025",UFC 323: Dvalishvili vs. Yan 2,"Las Vegas, Nevada, USA",0,Nazim Sadykhov,Fares Ziam,KO/TKO,599,3,0,1,4,31,16,49,7,76,21,96,0,2,2,5,0,2,0,0,39,358
"April 26, 2025",UFC Fight Night: Machado Garry vs. Prates,"Kansas City, Missouri, USA",0,Chelsea Chandler,Joselyne Edwards,KO/TKO,151,3,0,0,10,30,23,42,11,35,24,47,0,1,0,1,0,0,0,0,0,49
"April 26, 2025",UFC Fight Night: Machado Garry vs. Prates,"Kansas City, Missouri, USA",1,Jaqueline Amorim,Polyana Viana,Submission,409,3,0,0,6,0,8,6,29,23,43,31,2,0,2,0,1,0,0,0,394,0
"April 26, 2025",UFC Fight Night: Machado Garry vs. Prates,"Kansas City, Missouri, USA",1,Timmy Cuamba,Roberto Romero,KO/TKO,535,3,1,0,33,35,64,67,35,45,66,79,1,0,4,3,0,0,0,0,12,139
"April 26, 2025",UFC Fight Night: Machado Garry vs. Prates,"Kansas City, Missouri, USA",1,Malcolm Wellmaker,Cameron Saaiman,KO/TKO,119,3,1,0,6,9,12,18,6,9,12,18,0,0,0,0,0,0,0,0,1,0
"July 19, 2025",UFC 318: Holloway vs. Poirier 3,"New Orleans, Louisiana, USA",1,Ryan Spann,Lukasz Brzeski,Submission,167,3,0,0,8,5,19,8,8,23,19,28,1,0,1,0,2,0,0,0,134,0
"July 19, 2025",UFC 318: Holloway vs. Poirier 3,"New Orleans, Louisiana, USA",1,Brunno Ferreira,Jackson McVey,Submission,215,3,0,0,7,4,9,15,9,4,11,15,1,0,1,1,1,0,0,0,67,8
"July 19, 2025",UFC 318: Holloway vs. Poirier 3,"New Orleans, Louisiana, USA",1,Jimmy Crute,Marcin Prachnio,Submission,282,3,0,0,5,21,18,36,11,37,27,54,3,0,6,0,2,0,0,0,138,8
"July 19, 2025",UFC 318: Holloway vs. Poirier 3,"New Orleans, Louisiana, USA",1,Carli Judice,Nicolle Caliari,KO/TKO,690,3,1,0,109,32,225,101,117,35,235,104,0,1,0,8,0,0,0,0,78,60
"July 19, 2025",UFC 318: Holloway vs. Poirier 3,"New Orleans, Louisiana, USA",1,Ateba Gautier,Robert Valentin,KO/TKO,70,3,1,0,19,2,37,5,19,2,37,5,0,0,0,0,0,0,0,0,1,0
"July 19, 2025",UFC 318: Holloway vs. Poirier 3,"New Orleans, Louisiana, USA",0,Adam Fugitt,Islam Dulatov,KO/TKO,246,3,0,1,14,21,27,41,16,23,29,44,0,0,3,0,0,0,0,0,59,2
"July 19, 2025",UFC 318: Holloway vs. Poirier 3,"New Orleans, Louisiana, USA",0,Francisco Prado,Nikolay Veretennikov,Decision - Split,900,3,0,0,47,56,77,105,64,84,94,133,3,2,10,6,1,0,0,1,409,153
"July 12, 2025",UFC Fight Night: Lewis vs. Teixeira,"Nashville, Tennessee, USA",0,Kennedy Nzechukwu,Valter Walker,Submission,54,3,0,0,0,4,0,11,0,4,0,11,0,1,0,2,0,1,0,0,3,28
"July 12, 2025",UFC Fight Night: Lewis vs. Teixeira,"Nashville, Tennessee, USA",1,Fatima Kline,Melissa Martinez,KO/TKO,756,3,1,0,92,44,181,119,95,52,187,129,0,0,2,0,0,0,0,0,40,32
"December 18, 2021",UFC Fight Night: Lewis vs. Daukaus,"Las Vegas, Nevada, USA",1,Jordan Leavitt,Matt Sayles,Submission,425,3,0,0,9,13,20,34,22,13,37,34,1,1,6,1,3,1,0,0,168,74
"August 16, 2025",UFC 319: Du Plessis vs. Chimaev,"Chicago, Illinois, USA",0,Alibi Idiris,Joseph Morales,Submission,484,3,0,0,28,29,56,63,50,44,82,86,0,2,1,5,0,2,1,0,64,218
"July 12, 2025",UFC Fight Night: Lewis vs. Teixeira,"Nashville, Tennessee, USA",0,Mitch Ramirez,Mike Davis,KO/TKO,548,3,0,1,51,47,111,77,57,58,118,94,0,1,2,2,0,2,0,0,5,262
"December 18, 2021",UFC Fight Night: Lewis vs. Daukaus,"Las Vegas, Nevada, USA",1,Cub Swanson,Darren Elkins,KO/TKO,132,3,1,0,18,2,30,19,18,5,30,22,0,0,0,2,0,0,0,0,9,0
"December 18, 2021",UFC Fight Night: Lewis vs. Daukaus,"Las Vegas, Nevada, USA",1,Don'Tale Mayes,Josh Parisian,KO/TKO,806,3,0,0,25,10,41,16,117,24,147,33,6,0,8,2,0,0,0,0,692,21
"December 18, 2021",UFC Fight Night: Lewis vs. Daukaus,"Las Vegas, Nevada, USA",1,Raquel Pennington,Macy Chiasson,Submission,487,3,0,0,45,26,79,86,61,64,95,126,0,1,0,2,1,0,0,0,69,78
"December 18, 2021",UFC Fight Night: Lewis vs. Daukaus,"Las Vegas, Nevada, USA",1,Charles Jourdain,Andre Ewell,Decision - Unanimous,900,3,0,0,137,56,228,171,150,59,246,176,0,1,2,1,0,0,0,0,147,35
"December 18, 2021",UFC Fight Night: Lewis vs. Daukaus,"Las Vegas, Nevada, USA",0,Dustin Stoltzfus,Gerald Meerschaert,Submission,778,3,0,0,12,11,32,22,51,19,72,30,4,1,4,1,1,3,0,0,447,194
"December 18, 2021",UFC Fight Night: Lewis vs. Daukaus,"Las Vegas, Nevada, USA",0,Sijara Eubanks,Melissa Gatto,KO/TKO,645,3,0,1,14,17,45,34,32,64,68,91,1,0,4,1,0,0,1,1,365,184
"December 18, 2021",UFC Fight Night: Lewis vs. Daukaus,"Las Vegas, Nevada, USA",1,Justin Tafa,Harry Hunsucker,KO/TKO,113,3,1,0,5,5,10,9,5,5,10,9,0,0,0,1,0,1,0,0,62,0
"December 18, 2021",UFC Fight Night: Lewis vs. Daukaus,"Las Vegas, Nevada, USA",0,Stephen Thompson,Belal Muhammad,Decision - Unanimous,900,3,0,0,19,58,32,95,51,171,67,271,0,7,1,9,0,1,0,0,52,717
"December 18, 2021",UFC Fight Night: Lewis vs. Daukaus,"Las Vegas, Nevada, USA",1,Amanda Lemos,Angela Hill,Decision - Split,900,3,1,0,50,48,114,106,68,74,135,138,0,1,3,7,0,0,0,1,131,264
"December 18, 2021",UFC Fight Night: Lewis vs. Daukaus,"Las Vegas, Nevada, USA",0,Raphael Assuncao,Ricky Simon,KO/TKO,434,3,0,1,7,18,25,30,10,27,28,41,0,2,0,4,0,0,0,0,0,242
"December 18, 2021",UFC Fight Night: Lewis vs. Daukaus,"Las Vegas, Nevada, USA",0,Diego Ferreira,Mateusz Gamrot,KO/TKO,506,3,0,0,36,25,101,58,37,31,104,67,0,4,0,7,0,0,0,0,0,65
"August 09, 2025",UFC Fight Night: Dolidze vs. Hernandez,"Las Vegas, Nevada, USA",1,Uros Medic,Gilbert Urbina,KO/TKO,63,3,1,1,5,5,9,10,6,5,10,10,0,0,0,0,0,0,0,0,1,2
"August 09, 2025",UFC Fight Night: Dolidze vs. Hernandez,"Las Vegas, Nevada, USA",1,Gabriella Fernandes,Julija Stoliarenko,Decision - Unanimous,900,3,0,0,59,61,114,161,59,64,114,167,0,0,0,6,0,0,0,0,0,74
"August 09, 2025",UFC Fight Night: Dolidze vs. Hernandez,"Las Vegas, Nevada, USA",1,Joselyne Edwards,Priscila Cachoeira,KO/TKO,144,3,1,0,26,18,44,50,26,18,44,50,0,0,2,0,0,0,0,0,1,0
"December 18, 2021",UFC Fight Night: Lewis vs. Daukaus,"Las Vegas, Nevada, USA",1,Derrick Lewis,Chris Daukaus,KO/TKO,216,5,1,0,14,10,28,19,14,10,28,19,0,0,1,0,0,0,0,0,0,0
"August 09, 2025",UFC Fight Night: Dolidze vs. Hernandez,"Las Vegas, Nevada, USA",1,Elijah Smith,Toshiomi Kazama,KO/TKO,250,3,0,0,37,0,46,0,61,2,74,2,0,1,0,1,0,1,1,1,229,5
"August 09, 2025",UFC Fight Night: Dolidze vs. Hernandez,"Las Vegas, Nevada, USA",0,Cody Brundage,Eric McConico,Decision - Split,900,3,0,0,31,26,65,72,43,54,78,102,3,0,7,0,0,0,0,0,328,192
"August 09, 2025",UFC Fight Night: Dolidze vs. Hernandez,"Las Vegas, Nevada, USA",1,Julius Walker,Rafael Cerqueira,Decision - Unanimous,900,3,1,0,44,19,62,42,96,30,120,54,6,0,10,0,0,0,0,0,706,27
"August 09, 2025",UFC Fight Night: Dolidze vs. Hernandez,"Las Vegas, Nevada, USA",0,Eryk Anders,Christian Leroy Duncan,KO/TKO,233,3,0,1,7,24,12,43,18,27,24,46,1,0,3,0,0,0,0,0,78,39
"August 09, 2025",UFC Fight Night: Dolidze vs. Hernandez,"Las Vegas, Nevada, USA",1,Andre Fili,Christian Rodriguez,Decision - Split,900,3,0,0,64,83,182,174,74,95,193,190,3,1,5,7,0,0,0,0,102,95
"August 09, 2025",UFC Fight Night: Dolidze vs. Hernandez,"Las Vegas, Nevada, USA",1,Iasmin Lucindo,Angela Hill,Decision - Unanimous,900,3,0,0,72,64,151,110,100,80,187,129,3,0,7,5,0,1,0,0,337,79
"August 09, 2025",UFC Fight Night: Dolidze vs. Hernandez,"Las Vegas, Nevada, USA",0,Miles Johns,Jean Matsumoto,Decision - Split,900,3,0,0,83,95,184,233,89,109,191,249,5,0,8,3,0,2,0,1,192,56
"August 16, 2025",UFC 319: Du Plessis vs. Chimaev,"Chicago, Illinois, USA",1,Karine Silva,Dione Barbosa,Decision - Unanimous,900,3,0,0,26,31,70,87,90,67,154,132,1,3,3,4,2,1,1,1,143,318
"August 09, 2025",UFC Fight Night: Dolidze vs. Hernandez,"Las Vegas, Nevada, USA",0,Roman Dolidze,Anthony Hernandez,Submission,1065,5,0,0,36,91,107,152,39,120,110,187,0,9,1,11,0,1,0,0,45,468
"August 09, 2025",UFC Fight Night: Dolidze vs. Hernandez,"Las Vegas, Nevada, USA",1,Steve Erceg,Ode Osbourne,Decision - Unanimous,900,3,0,0,20,35,53,74,39,47,82,89,3,1,10,2,1,0,0,1,287,69
"August 16, 2025",UFC 319: Du Plessis vs. Chimaev,"Chicago, Illinois, USA",0,Jessica Andrade,Loopy Godinez,Decision - Unanimous,900,3,0,0,90,107,287,213,97,119,297,226,0,1,1,14,0,0,0,0,17,93
"August 16, 2025",UFC 319: Du Plessis vs. Chimaev,"Chicago, Illinois, USA",0,Gerald Meerschaert,Michal Oleksiejczuk,KO/TKO,183,3,0,1,3,23,16,51,3,23,16,51,0,0,3,0,0,0,0,0,0,22
"August 16, 2025",UFC 319: Du Plessis vs. Chimaev,"Chicago, Illinois, USA",0,Chase Hooper,Alexander Hernandez,KO/TKO,298,3,0,1,20,17,82,38,20,18,82,39,0,0,2,0,0,0,0,0,5,2
"August 16, 2025",UFC 319: Du Plessis vs. Chimaev,"Chicago, Illinois, USA",0,Edson Barboza,Drakkar Klose,Decision - Unanimous,900,3,0,0,71,53,120,102,73,147,122,209,0,0,0,2,0,0,0,0,230,153
"August 16, 2025",UFC 319: Du Plessis vs. Chimaev,"Chicago, Illinois, USA",1,Baisangur Susurkaev,Eric Nolan,Submission,421,3,0,0,36,22,62,56,59,24,89,58,2,0,7,1,1,0,0,0,199,17
"August 16, 2025",UFC 319: Du Plessis vs. Chimaev,"Chicago, Illinois, USA",0,Geoff Neal,Carlos Prates,KO/TKO,299,3,0,1,25,32,49,60,26,32,50,60,0,0,1,0,0,0,0,0,15,0
"August 16, 2025",UFC 319: Du Plessis vs. Chimaev,"Chicago, Illinois, USA",0,Jared Cannonier,Michael Page,Decision - Unanimous,900,3,0,0,20,29,57,55,46,36,88,64,2,0,7,1,0,0,0,0,494,1
"August 16, 2025",UFC 319: Du Plessis vs. Chimaev,"Chicago, Illinois, USA",1,Tim Elliott,Kai Asakura,Submission,579,3,0,0,27,21,71,87,42,38,88,104,2,0,3,0,2,0,0,0,114,1
"August 16, 2025",UFC 319: Du Plessis vs. Chimaev,"Chicago, Illinois, USA",1,Lerone Murphy,Aaron Pico,KO/TKO,201,3,1,0,8,13,16,29,8,13,16,30,0,2,0,3,1,0,0,0,0,121
"August 02, 2025",UFC Fight Night: Taira vs. Park,"Las Vegas, Nevada, USA",1,Rafael Estevam,Felipe Bunes,Decision - Unanimous,900,3,0,0,33,26,70,56,128,38,204,75,5,0,9,1,0,2,0,0,642,3
"August 16, 2025",UFC 319: Du Plessis vs. Chimaev,"Chicago, Illinois, USA",0,Dricus Du Plessis,Khamzat Chimaev,Decision - Unanimous,1500,5,0,0,13,37,29,47,45,529,68,567,1,12,1,17,1,0,0,0,53,1300
"August 02, 2025",UFC Fight Night: Taira vs. Park,"Las Vegas, Nevada, USA",1,Piera Rodriguez,Ketlen Souza,Decision - Split,900,3,0,0,64,56,150,103,81,86,171,139,7,0,10,3,0,0,0,0,276,101
"August 02, 2025",UFC Fight Night: Taira vs. Park,"Las Vegas, Nevada, USA",1,Austin Bashi,John Yannis,Submission,219,3,0,0,2,0,7,5,48,2,67,9,1,0,1,0,1,0,0,0,173,0
"August 02, 2025",UFC Fight Night: Taira vs. Park,"Las Vegas, Nevada, USA",1,Rodolfo Vieira,Tresean Gore,Decision - Unanimous,900,3,0,0,89,41,159,114,96,50,169,125,1,0,14,0,0,0,0,0,194,2
"August 02, 2025",UFC Fight Night: Taira vs. Park,"Las Vegas, Nevada, USA",0,Danny Silva,Kevin Vallejos,Decision - Unanimous,900,3,0,0,69,90,164,229,73,90,168,230,1,2,9,5,0,0,0,0,22,74
"August 02, 2025",UFC Fight Night: Taira vs. Park,"Las Vegas, Nevada, USA",0,Nick Klein,Andrey Pulyaev,KO/TKO,391,3,0,1,10,23,21,31,19,30,33,38,4,0,7,0,1,0,0,0,285,2
"August 02, 2025",UFC Fight Night: Taira vs. Park,"Las Vegas, Nevada, USA",1,Neil Magny,Elizeu Zaleski dos Santos,KO/TKO,579,3,0,0,42,20,67,42,80,42,113,69,2,1,3,5,0,0,0,0,79,280
"August 02, 2025",UFC Fight Night: Taira vs. Park,"Las Vegas, Nevada, USA",1,Rinya Nakamura,Nathan Fletcher,KO/TKO,62,3,1,0,12,3,19,7,12,3,19,7,0,0,0,0,0,0,0,0,2,0
"August 02, 2025",UFC Fight Night: Taira vs. Park,"Las Vegas, Nevada, USA",0,Elves Brener,Esteban Ribovics,Decision - Unanimous,900,3,0,0,118,122,250,281,123,123,256,284,0,0,9,0,0,0,0,0,0,62
"August 02, 2025",UFC Fight Night: Taira vs. Park,"Las Vegas, Nevada, USA",0,Mateusz Rebecki,Chris Duncan,Decision - Unanimous,900,3,0,0,114,92,267,222,123,95,278,225,2,0,6,1,0,0,0,0,83,27
"August 02, 2025",UFC Fight Night: Taira vs. Park,"Las Vegas, Nevada, USA",1,Karol Rosa,Nora Cornolle,Decision - Unanimous,900,3,0,0,33,27,58,47,190,75,224,98,2,0,3,0,2,0,0,0,685,0
"July 26, 2025",UFC Fight Night: Whittaker vs. De Ridder,"Abu Dhabi, Abu Dhabi, United Arab Emirates",0,Mohammad Yahya,Steven Nguyen,KO/TKO,600,3,0,6,57,92,151,174,60,108,154,194,0,0,4,0,0,0,0,0,5,163
"August 02, 2025",UFC Fight Night: Taira vs. Park,"Las Vegas, Nevada, USA",1,Tatsuro Taira,HyunSung Park,Submission,366,5,1,0,7,3,11,9,13,15,20,21,4,0,5,0,1,0,0,0,281,0
"July 26, 2025",UFC Fight Night: Whittaker vs. De Ridder,"Abu Dhabi, Abu Dhabi, United Arab Emirates",0,Ibo Aslan,Billy Elekana,Decision - Unanimous,900,3,0,0,28,35,78,68,29,35,80,68,0,0,0,3,0,0,0,0,0,0
"July 26, 2025",UFC Fight Night: Whittaker vs. De Ridder,"Abu Dhabi, Abu Dhabi, United Arab Emirates",1,Martin Buday,Marcus Buchecha,Decision - Unanimous,900,3,0,0,41,24,86,60,92,80,150,140,0,1,0,11,0,0,2,1,171,305
"July 26, 2025",UFC Fight Night: Whittaker vs. De Ridder,"Abu Dhabi, Abu Dhabi, United Arab Emirates",0,Nikita Krylov,Bogdan Guskov,KO/TKO,258,3,0,1,16,23,34,43,16,28,34,48,0,0,0,0,0,0,0,0,0,17
"July 26, 2025",UFC Fight Night: Whittaker vs. De Ridder,"Abu Dhabi, Abu Dhabi, United Arab Emirates",1,Davey Grant,Da'Mon Blackshear,Decision - Unanimous,900,3,0,0,66,33,130,74,66,36,133,78,0,1,0,5,0,1,0,0,19,232
"July 26, 2025",UFC Fight Night: Whittaker vs. De Ridder,"Abu Dhabi, Abu Dhabi, United Arab Emirates",1,Asu Almabayev,Jose Ochoa,Decision - Unanimous,900,3,0,0,22,26,42,45,55,118,90,151,7,1,16,1,2,2,0,0,566,56
"July 26, 2025",UFC Fight Night: Whittaker vs. De Ridder,"Abu Dhabi, Abu Dhabi, United Arab Emirates",1,Muslim Salikhov,Carlos Leal,KO/TKO,42,3,1,0,3,5,9,9,3,5,9,9,0,0,0,0,0,0,0,0,0,0
"July 26, 2025",UFC Fight Night: Whittaker vs. De Ridder,"Abu Dhabi, Abu Dhabi, United Arab Emirates",0,Amanda Ribas,Tabatha Ricci,KO/TKO,479,3,0,0,30,34,72,76,77,82,122,140,1,1,3,4,0,0,0,0,18,251
"July 26, 2025",UFC Fight Night: Whittaker vs. De Ridder,"Abu Dhabi, Abu Dhabi, United Arab Emirates",0,Robert Whittaker,Reinier de Ridder,Decision - Split,1500,5,1,0,66,67,142,145,70,192,146,282,0,2,0,15,0,0,0,0,36,546
"July 26, 2025",UFC Fight Night: Whittaker vs. De Ridder,"Abu Dhabi, Abu Dhabi, United Arab Emirates",1,Shara Magomedov,Marc-Andre Barriault,Decision - Unanimous,900,3,0,0,93,39,142,77,103,60,153,100,0,2,1,6,0,0,0,0,57,270
"July 26, 2025",UFC Fight Night: Whittaker vs. De Ridder,"Abu Dhabi, Abu Dhabi, United Arab Emirates",1,Bryce Mitchell,Said Nurmagomedov,Decision - Unanimous,900,3,0,1,13,20,20,32,39,100,51,126,3,0,9,0,0,1,1,2,584,193
"July 12, 2025",UFC Fight Night: Lewis vs. Teixeira,"Nashville, Tennessee, USA",1,Jake Matthews,Chidi Njokuani,Submission,69,3,0,0,3,5,7,10,5,5,9,10,1,0,1,0,1,0,0,0,29,0
"July 26, 2025",UFC Fight Night: Whittaker vs. De Ridder,"Abu Dhabi, Abu Dhabi, United Arab Emirates",1,Petr Yan,Marcus McGhee,Decision - Unanimous,900,3,0,0,81,64,146,170,130,66,202,173,1,0,3,4,0,0,0,0,191,30
"July 12, 2025",UFC Fight Night: Lewis vs. Teixeira,"Nashville, Tennessee, USA",0,Junior Tafa,Tuco Tokkos,Submission,565,3,0,0,24,11,38,22,25,31,39,57,0,5,0,9,0,1,1,0,27,471
"July 12, 2025",UFC Fight Night: Lewis vs. Teixeira,"Nashville, Tennessee, USA",0,Lauren Murphy,Eduarda Moura,Decision - Unanimous,900,3,0,0,38,64,145,235,67,74,179,248,2,2,9,3,2,0,0,0,63,182
"July 12, 2025",UFC Fight Night: Lewis vs. Teixeira,"Nashville, Tennessee, USA",1,Vitor Petrino,Austen Lane,Submission,256,3,0,0,3,3,6,4,17,3,22,4,1,0,1,0,2,0,0,0,183,0
"July 12, 2025",UFC Fight Night: Lewis vs. Teixeira,"Nashville, Tennessee, USA",0,Max Griffin,Chris Curtis,Decision - Split,900,3,0,0,59,64,178,155,63,71,185,162,0,0,0,1,0,0,0,0,63,14
"July 12, 2025",UFC Fight Night: Lewis vs. Teixeira,"Nashville, Tennessee, USA",1,Derrick Lewis,Tallison Teixeira,KO/TKO,35,5,1,0,9,3,17,5,10,3,21,5,0,0,0,0,0,0,0,0,12,0
"July 12, 2025",UFC Fight Night: Lewis vs. Teixeira,"Nashville, Tennessee, USA",0,Nate Landwehr,Morgan Charriere,KO/TKO,627,3,0,1,63,67,155,131,65,67,158,131,0,2,0,5,0,0,0,0,22,63
"July 12, 2025",UFC Fight Night: Lewis vs. Teixeira,"Nashville, Tennessee, USA",0,Calvin Kattar,Steve Garcia,Decision - Unanimous,900,3,0,1,26,85,123,250,26,85,123,250,0,0,0,0,0,0,0,0,21,3
"July 19, 2025",UFC 318: Holloway vs. Poirier 3,"New Orleans, Louisiana, USA",0,Marvin Vettori,Brendan Allen,Decision - Unanimous,900,3,0,0,109,111,253,224,115,119,262,233,0,3,0,4,0,0,1,0,77,87
"July 12, 2025",UFC Fight Night: Lewis vs. Teixeira,"Nashville, Tennessee, USA",0,Stephen Thompson,Gabriel Bonfim,Decision - Split,900,3,0,0,42,40,92,72,78,55,135,93,0,5,2,14,0,0,1,0,28,329
"July 19, 2025",UFC 318: Holloway vs. Poirier 3,"New Orleans, Louisiana, USA",0,Kyler Phillips,Vinicius Oliveira,Decision - Unanimous,900,3,0,1,49,96,151,232,54,102,156,238,0,1,5,4,0,0,0,0,9,140
"July 19, 2025",UFC 318: Holloway vs. Poirier 3,"New Orleans, Louisiana, USA",0,Dan Ige,Patricio Freire,Decision - Unanimous,900,3,0,0,47,55,124,97,59,71,145,114,0,5,0,9,0,0,0,0,8,164
"July 19, 2025",UFC 318: Holloway vs. Poirier 3,"New Orleans, Louisiana, USA",1,Michael Johnson,Daniel Zellhuber,Decision - Unanimous,900,3,1,0,80,52,195,182,81,52,196,182,0,0,1,0,0,0,0,0,22,8
"July 19, 2025",UFC 318: Holloway vs. Poirier 3,"New Orleans, Louisiana, USA",1,Paulo Costa,Roman Kopylov,Decision - Unanimous,900,3,1,0,99,48,159,104,102,48,162,104,0,0,2,0,0,0,0,0,13,0
"June 14, 2025",UFC Fight Night: Usman vs. Buckley,"Atlanta, Georgia, USA",1,Ricky Simon,Cameron Smotherman,Decision - Unanimous,900,3,0,0,34,29,74,99,50,33,94,104,3,0,10,0,0,0,0,0,553,2
"June 14, 2025",UFC Fight Night: Usman vs. Buckley,"Atlanta, Georgia, USA",1,Jamey-Lyn Horth,Vanessa Demopoulos,Decision - Unanimous,900,3,0,0,101,36,167,119,115,44,183,131,2,0,3,5,0,0,0,0,154,67
"July 19, 2025",UFC 318: Holloway vs. Poirier 3,"New Orleans, Louisiana, USA",1,Max Holloway,Dustin Poirier,Decision - Unanimous,1500,5,1,1,198,109,375,255,201,109,378,255,0,0,0,1,0,1,0,0,92,12
"July 19, 2025",UFC 318: Holloway vs. Poirier 3,"New Orleans, Louisiana, USA",0,Kevin Holland,Daniel Rodriguez,Decision - Unanimous,900,3,1,2,82,77,173,149,111,111,207,189,1,0,4,1,0,0,0,0,127,214
"June 14, 2025",UFC Fight Night: Usman vs. Buckley,"Atlanta, Georgia, USA",1,Phil Rowe,Ange Loosa,KO/TKO,843,3,1,1,85,65,166,106,103,130,187,180,0,3,0,7,0,0,0,0,10,373
"June 14, 2025",UFC Fight Night: Usman vs. Buckley,"Atlanta, Georgia, USA",0,Cody Durden,Jose Ochoa,KO/TKO,311,3,0,1,9,30,41,79,12,52,47,107,2,0,4,0,0,0,0,0,102,13
"June 14, 2025",UFC Fight Night: Usman vs. Buckley,"Atlanta, Georgia, USA",1,Malcolm Wellmaker,Kris Moutinho,KO/TKO,157,3,1,0,25,6,39,27,25,7,39,28,0,0,0,1,0,0,0,0,8,0
"June 14, 2025",UFC Fight Night: Usman vs. Buckley,"Atlanta, Georgia, USA",0,Paul Craig,Rodolfo Bellato,Could Not Continue,299,3,0,0,17,10,27,20,40,16,52,27,0,1,6,1,0,0,0,0,34,55
"June 14, 2025",UFC Fight Night: Usman vs. Buckley,"Atlanta, Georgia, USA",1,Michael Chiesa,Court McGee,Decision - Unanimous,900,3,0,0,72,39,160,145,81,51,169,158,0,0,2,6,0,0,0,0,92,45
"June 14, 2025",UFC Fight Night: Usman vs. Buckley,"Atlanta, Georgia, USA",0,Mansur Abdul-Malik,Cody Brundage,Overturned,636,3,0,0,25,30,73,67,25,30,73,67,0,0,0,0,0,0,0,0,7,1
"June 14, 2025",UFC Fight Night: Usman vs. Buckley,"Atlanta, Georgia, USA",1,Alonzo Menifield,Oumar Sy,Decision - Unanimous,900,3,0,0,29,34,86,96,34,37,91,99,0,1,0,5,0,0,0,0,0,253
"June 14, 2025",UFC Fight Night: Usman vs. Buckley,"Atlanta, Georgia, USA",0,Cody Garbrandt,Raoni Barcelos,Decision - Unanimous,900,3,0,0,28,37,94,85,45,43,111,93,0,1,7,11,0,0,1,0,46,146
"May 03, 2025",UFC Fight Night: Sandhagen vs. Figueiredo,"Des Moines, Iowa, USA",1,Thomas Petersen,Don'Tale Mayes,Decision - Unanimous,900,3,0,0,28,3,51,11,105,13,166,23,9,0,9,0,1,0,0,0,829,0
"May 03, 2025",UFC Fight Night: Sandhagen vs. Figueiredo,"Des Moines, Iowa, USA",1,Juliana Miller,Ivana Petrovic,Decision - Unanimous,900,3,0,0,22,25,55,53,54,57,101,87,3,1,9,5,0,0,0,0,490,167
"June 14, 2025",UFC Fight Night: Usman vs. Buckley,"Atlanta, Georgia, USA",1,Edmen Shahbazyan,Andre Petroski,Decision - Unanimous,900,3,1,0,53,34,136,84,58,34,142,84,0,2,1,6,0,0,0,0,15,23
"June 14, 2025",UFC Fight Night: Usman vs. Buckley,"Atlanta, Georgia, USA",1,Rose Namajunas,Miranda Maverick,Decision - Unanimous,900,3,1,0,25,25,86,74,46,52,118,108,2,0,4,2,0,1,0,1,393,108
"June 14, 2025",UFC Fight Night: Usman vs. Buckley,"Atlanta, Georgia, USA",1,Kamaru Usman,Joaquin Buckley,Decision - Unanimous,1500,5,0,0,41,44,99,148,137,51,243,156,4,0,13,0,0,0,0,0,777,0
"May 03, 2025",UFC Fight Night: Sandhagen vs. Figueiredo,"Des Moines, Iowa, USA",0,Ryan Loder,Azamat Bekoev,KO/TKO,164,3,0,2,13,23,25,46,15,39,27,66,0,0,4,1,0,0,0,0,13,64
"May 03, 2025",UFC Fight Night: Sandhagen vs. Figueiredo,"Des Moines, Iowa, USA",0,Gaston Bolanos,Quang Le,Submission,414,3,0,0,5,10,20,14,8,33,23,38,0,4,0,7,0,1,0,0,0,346
"May 03, 2025",UFC Fight Night: Sandhagen vs. Figueiredo,"Des Moines, Iowa, USA",0,Marina Rodriguez,Gillian Robertson,KO/TKO,427,3,0,0,4,16,17,41,7,73,20,120,0,2,0,3,1,0,0,0,0,321
